dataset,seed,corruption,severity,alpha,method,n_train,n_calib,n_aug_calib,n_test,n_classes,coverage,avg_set_size,singleton_rate,singleton_accuracy,empty_rate,top1_accuracy,ece
GunPoint,0,noise,0.05,0.05,fast_cp,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_0,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_0.2,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_0.35,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_0.5,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_0.8,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.05,0.05,fast_cp_mixed_1,32,18,180,150,2,0.9866666666666667,1.24,0.76,0.9824561403508771,0.0,0.9,0.03152660726608932
GunPoint,0,noise,0.1,0.05,clean_split_cp,32,18,180,150,2,0.9466666666666667,1.2266666666666666,0.7733333333333333,0.9310344827586207,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,aug_split_cp,32,18,180,150,2,0.9733333333333334,1.3066666666666666,0.6933333333333334,0.9615384615384616,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,label_smooth_aug_cp,32,18,180,150,2,0.9733333333333334,1.3066666666666666,0.6933333333333334,0.9615384615384616,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,confidence_weighted_cp,32,18,180,150,2,0.9733333333333334,1.32,0.68,0.9607843137254902,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_0,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_0.2,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_0.35,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_0.5,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_0.8,32,18,180,150,2,0.9666666666666667,1.2933333333333332,0.7066666666666667,0.9528301886792453,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.1,0.05,fast_cp_mixed_1,32,18,180,150,2,0.9733333333333334,1.3066666666666666,0.6933333333333334,0.9615384615384616,0.0,0.8733333333333333,0.0638745014857415
GunPoint,0,noise,0.2,0.05,clean_split_cp,32,18,180,150,2,0.82,1.2666666666666666,0.7333333333333333,0.7545454545454545,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,aug_split_cp,32,18,180,150,2,0.84,1.32,0.68,0.7647058823529411,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,label_smooth_aug_cp,32,18,180,150,2,0.84,1.32,0.68,0.7647058823529411,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,confidence_weighted_cp,32,18,180,150,2,0.84,1.3266666666666667,0.6733333333333333,0.7623762376237624,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,fast_cp,32,18,180,150,2,0.8466666666666667,1.34,0.66,0.7676767676767676,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,fast_cp_mixed_0,32,18,180,150,2,0.8466666666666667,1.34,0.66,0.7676767676767676,0.0,0.6666666666666666,0.21381089980451673
GunPoint,0,noise,0.2,0.05,fast_cp_mixed_0.2,32,18,180,150,2,0.84,1.3266666666666667,0.6733333333333333,0.7623762376237624,0.0,0.6666666666666666,0.21381089980451673
