method,alpha,corruption,coverage,coverage_gap,abs_coverage_gap,avg_set_size,singleton_rate,top1_accuracy,ece
aps_aug_cp,0.1,noise,0.918466032318259,-0.018466032318259006,0.08940053705978131,3.305302815343301,0.0635087398980786,0.6350761332019771,0.23541815789627435
clean_split_cp,0.1,noise,0.7904704176562369,0.10952958234376307,0.13777965627729022,1.8158894801151213,0.5009222633970271,0.6350761332019771,0.23541815789627435
confidence_weighted_cp,0.2,drift,0.8176073186008435,-0.017607318600843382,0.07912625986839167,1.7107632996534474,0.5576133537825854,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.65,0.2,drift,0.7752787975980272,0.024721202401972914,0.08548081438138716,1.556347682419455,0.6039648680599672,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.8,0.2,drift,0.7764152562779684,0.023584743722031693,0.08548409229817444,1.5685985739812833,0.6012553644763382,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.5,0.2,drift,0.7743407313042223,0.025659268695777695,0.08592001805041326,1.5442853593582015,0.6053179569254901,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.35,0.2,drift,0.7729732713243759,0.02702672867562429,0.08592548415450457,1.5351458025508253,0.6061190940059196,0.666998975971582,0.1978497821758098
aug_split_cp,0.2,drift,0.7794660893196635,0.02053391068033657,0.08614042773468934,1.6001940034806328,0.5948393311126448,0.666998975971582,0.1978497821758098
fast_cp_mixed_1,0.2,drift,0.7794660893196635,0.02053391068033657,0.08614042773468934,1.6001940034806328,0.5948393311126448,0.666998975971582,0.1978497821758098
label_smooth_aug_cp,0.2,drift,0.7794660893196635,0.02053391068033657,0.08614042773468934,1.6001940034806328,0.5948393311126448,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.2,0.2,drift,0.7719138973992589,0.028086102600741163,0.0864102715018891,1.5269348602834454,0.6083161116463562,0.666998975971582,0.1978497821758098
fast_cp_mixed_0.1,0.2,drift,0.7717575663989263,0.028242433601073605,0.08652852641573328,1.5231174233063027,0.6094702950716665,0.666998975971582,0.1978497821758098
fast_cp,0.2,drift,0.7710484903472412,0.028951509652758854,0.08762536964221655,1.5201886751806588,0.6088604981197571,0.666998975971582,0.1978497821758098
